guid,Payment Due,Adjusted Payment Received
80F8A909-6CB2-521C-682C-9B4AB8FCA2BC,1/14/24,1/14/24
80F8A909-6CB2-521C-682C-9B4AB8FCA2BC,2/14/24,2/14/24
80F8A909-6CB2-521C-682C-9B4AB8FCA2BC,3/14/24,3/14/24
80F8A909-6CB2-521C-682C-9B4AB8FCA2BC,4/14/24,4/14/24
810B8F9B-6259-62FE-7914-97DD8176CC7B,10/19/23,10/19/23
810B8F9B-6259-62FE-7914-97DD8176CC7B,5/19/24,5/19/24
810B8F9B-6259-62FE-7914-97DD8176CC7B,6/19/24,6/19/24
810B8F9B-6259-62FE-7914-97DD8176CC7B,12/19/23,12/22/23
810B8F9B-6259-62FE-7914-97DD8176CC7B,7/19/24,7/22/24
810B8F9B-6259-62FE-7914-97DD8176CC7B,8/19/23,8/23/23
810B8F9B-6259-62FE-7914-97DD8176CC7B,2/19/24,2/24/24
810B8F9B-6259-62FE-7914-97DD8176CC7B,3/19/24,3/24/24
810B8F9B-6259-62FE-7914-97DD8176CC7B,4/19/24,4/24/24
810B8F9B-6259-62FE-7914-97DD8176CC7B,1/19/24,1/25/24
810B8F9B-6259-62FE-7914-97DD8176CC7B,11/19/23,11/26/23
810B8F9B-6259-62FE-7914-97DD8176CC7B,9/19/23,9/29/23
811743AD-51E2-E1E3-D854-52CE2ED51171,12/26/22,12/30/22
811743AD-51E2-E1E3-D854-52CE2ED51171,4/26/23,4/30/23
811743AD-51E2-E1E3-D854-52CE2ED51171,6/26/23,6/30/23
811743AD-51E2-E1E3-D854-52CE2ED51171,2/26/23,3/3/23
811743AD-51E2-E1E3-D854-52CE2ED51171,5/26/23,6/1/23
811743AD-51E2-E1E3-D854-52CE2ED51171,8/26/23,9/1/23
811743AD-51E2-E1E3-D854-52CE2ED51171,1/26/23,2/3/23
811743AD-51E2-E1E3-D854-52CE2ED51171,7/26/23,8/3/23
811743AD-51E2-E1E3-D854-52CE2ED51171,10/26/23,11/3/23
811743AD-51E2-E1E3-D854-52CE2ED51171,3/26/23,4/5/23
811743AD-51E2-E1E3-D854-52CE2ED51171,9/26/23,10/6/23
811743AD-51E2-E1E3-D854-52CE2ED51171,11/26/22,12/7/22
8167E692-4D9A-D9CB-4ED4-E213736013C3,1/10/23,1/12/23
8167E692-4D9A-D9CB-4ED4-E213736013C3,3/10/23,3/12/23
8167E692-4D9A-D9CB-4ED4-E213736013C3,2/10/23,2/13/23
8167E692-4D9A-D9CB-4ED4-E213736013C3,9/10/23,9/14/23
8167E692-4D9A-D9CB-4ED4-E213736013C3,10/10/23,10/14/23
8167E692-4D9A-D9CB-4ED4-E213736013C3,11/10/23,11/14/23
8167E692-4D9A-D9CB-4ED4-E213736013C3,12/10/22,12/15/22
8167E692-4D9A-D9CB-4ED4-E213736013C3,4/10/23,4/16/23
8167E692-4D9A-D9CB-4ED4-E213736013C3,5/10/23,5/16/23
8167E692-4D9A-D9CB-4ED4-E213736013C3,6/10/23,6/18/23
8167E692-4D9A-D9CB-4ED4-E213736013C3,7/10/23,7/20/23
8167E692-4D9A-D9CB-4ED4-E213736013C3,8/10/23,8/20/23
820A0D7B-5761-4277-3D09-E57CB4D6149E,2/11/23,2/11/23
820A0D7B-5761-4277-3D09-E57CB4D6149E,3/11/23,3/11/23
820A0D7B-5761-4277-3D09-E57CB4D6149E,4/11/23,4/11/23
820A0D7B-5761-4277-3D09-E57CB4D6149E,5/11/23,5/11/23
820A0D7B-5761-4277-3D09-E57CB4D6149E,6/11/23,6/11/23
820A0D7B-5761-4277-3D09-E57CB4D6149E,7/11/23,7/11/23
820A0D7B-5761-4277-3D09-E57CB4D6149E,8/11/23,8/11/23
820A0D7B-5761-4277-3D09-E57CB4D6149E,9/11/23,9/11/23
820A0D7B-5761-4277-3D09-E57CB4D6149E,10/11/23,10/11/23
820A0D7B-5761-4277-3D09-E57CB4D6149E,11/11/23,11/11/23
820A0D7B-5761-4277-3D09-E57CB4D6149E,12/11/23,12/11/23
820A0D7B-5761-4277-3D09-E57CB4D6149E,1/11/24,1/11/24
82387BDC-C32F-C818-A365-A7328CDFE7D2,7/5/24,7/7/24
82387BDC-C32F-C818-A365-A7328CDFE7D2,4/5/24,4/8/24
82387BDC-C32F-C818-A365-A7328CDFE7D2,11/5/23,11/9/23
82387BDC-C32F-C818-A365-A7328CDFE7D2,12/5/23,12/9/23
82387BDC-C32F-C818-A365-A7328CDFE7D2,3/5/24,3/9/24
82387BDC-C32F-C818-A365-A7328CDFE7D2,6/5/24,6/11/24
82387BDC-C32F-C818-A365-A7328CDFE7D2,8/5/23,8/12/23
82387BDC-C32F-C818-A365-A7328CDFE7D2,2/5/24,2/12/24
82387BDC-C32F-C818-A365-A7328CDFE7D2,9/5/23,9/13/23
82387BDC-C32F-C818-A365-A7328CDFE7D2,5/5/24,5/14/24
82387BDC-C32F-C818-A365-A7328CDFE7D2,10/5/23,10/16/23
82387BDC-C32F-C818-A365-A7328CDFE7D2,1/5/24,1/16/24
826614BF-39E2-EB68-7B8C-678572937567,2/2/23,2/2/23
826614BF-39E2-EB68-7B8C-678572937567,3/2/23,3/2/23
826614BF-39E2-EB68-7B8C-678572937567,4/2/23,4/2/23
826614BF-39E2-EB68-7B8C-678572937567,5/2/23,5/2/23
826614BF-39E2-EB68-7B8C-678572937567,6/2/23,6/2/23
826614BF-39E2-EB68-7B8C-678572937567,7/2/23,7/2/23
826614BF-39E2-EB68-7B8C-678572937567,8/2/23,8/2/23
826614BF-39E2-EB68-7B8C-678572937567,9/2/23,9/2/23
826614BF-39E2-EB68-7B8C-678572937567,10/2/23,10/2/23
826614BF-39E2-EB68-7B8C-678572937567,11/2/23,11/2/23
826614BF-39E2-EB68-7B8C-678572937567,12/2/23,12/2/23
826614BF-39E2-EB68-7B8C-678572937567,1/2/24,1/2/24
8445EC61-3B6E-E87F-510C-9A864E181B53,12/12/23,12/14/23
8445EC61-3B6E-E87F-510C-9A864E181B53,9/12/23,9/15/23
8445EC61-3B6E-E87F-510C-9A864E181B53,3/12/24,3/15/24
8445EC61-3B6E-E87F-510C-9A864E181B53,8/12/23,8/17/23
8445EC61-3B6E-E87F-510C-9A864E181B53,4/12/23,4/19/23
8445EC61-3B6E-E87F-510C-9A864E181B53,11/12/23,11/19/23
8445EC61-3B6E-E87F-510C-9A864E181B53,6/12/23,6/20/23
8445EC61-3B6E-E87F-510C-9A864E181B53,10/12/23,10/20/23
8445EC61-3B6E-E87F-510C-9A864E181B53,5/12/23,5/21/23
8445EC61-3B6E-E87F-510C-9A864E181B53,7/12/23,7/22/23
8445EC61-3B6E-E87F-510C-9A864E181B53,1/12/24,1/22/24
8445EC61-3B6E-E87F-510C-9A864E181B53,2/12/24,2/22/24
854D49A1-9868-103D-34CB-674D6D25DCE9,7/8/23,7/10/23
854D49A1-9868-103D-34CB-674D6D25DCE9,9/8/23,9/10/23
854D49A1-9868-103D-34CB-674D6D25DCE9,11/8/23,11/10/23
854D49A1-9868-103D-34CB-674D6D25DCE9,3/8/24,3/10/24
854D49A1-9868-103D-34CB-674D6D25DCE9,5/8/23,5/12/23
854D49A1-9868-103D-34CB-674D6D25DCE9,6/8/23,6/13/23
854D49A1-9868-103D-34CB-674D6D25DCE9,1/8/24,1/15/24
854D49A1-9868-103D-34CB-674D6D25DCE9,8/8/23,8/16/23
854D49A1-9868-103D-34CB-674D6D25DCE9,2/8/24,2/16/24
854D49A1-9868-103D-34CB-674D6D25DCE9,10/8/23,10/17/23
854D49A1-9868-103D-34CB-674D6D25DCE9,12/8/23,12/17/23
854D49A1-9868-103D-34CB-674D6D25DCE9,4/8/23,4/18/23
8942C980-ED17-AD1D-2C1A-D24CC993A012,3/26/23,3/28/23
8942C980-ED17-AD1D-2C1A-D24CC993A012,7/26/23,7/28/23
8942C980-ED17-AD1D-2C1A-D24CC993A012,4/26/23,4/30/23
8942C980-ED17-AD1D-2C1A-D24CC993A012,6/26/23,6/30/23
8942C980-ED17-AD1D-2C1A-D24CC993A012,5/26/23,6/1/23
8942C980-ED17-AD1D-2C1A-D24CC993A012,8/26/23,9/1/23
8942C980-ED17-AD1D-2C1A-D24CC993A012,10/26/23,11/3/23
8942C980-ED17-AD1D-2C1A-D24CC993A012,11/26/23,12/4/23
8942C980-ED17-AD1D-2C1A-D24CC993A012,12/26/23,1/5/24
8942C980-ED17-AD1D-2C1A-D24CC993A012,9/26/23,10/7/23
8942C980-ED17-AD1D-2C1A-D24CC993A012,1/26/24,2/6/24
8942C980-ED17-AD1D-2C1A-D24CC993A012,2/26/24,3/8/24
89CC0F44-64ED-71B6-B1DB-2DA1FF076CE1,6/15/23,6/17/23
89CC0F44-64ED-71B6-B1DB-2DA1FF076CE1,12/15/22,12/18/22
89CC0F44-64ED-71B6-B1DB-2DA1FF076CE1,1/15/23,1/18/23
89CC0F44-64ED-71B6-B1DB-2DA1FF076CE1,3/15/23,3/19/23
89CC0F44-64ED-71B6-B1DB-2DA1FF076CE1,8/15/23,8/19/23
89CC0F44-64ED-71B6-B1DB-2DA1FF076CE1,2/15/23,2/20/23
89CC0F44-64ED-71B6-B1DB-2DA1FF076CE1,4/15/23,4/20/23
89CC0F44-64ED-71B6-B1DB-2DA1FF076CE1,7/15/23,7/22/23
89CC0F44-64ED-71B6-B1DB-2DA1FF076CE1,5/15/23,5/23/23
89CC0F44-64ED-71B6-B1DB-2DA1FF076CE1,11/15/22,11/24/22
89CC0F44-64ED-71B6-B1DB-2DA1FF076CE1,10/15/22,10/26/22
89CC0F44-64ED-71B6-B1DB-2DA1FF076CE1,9/15/23,9/26/23
89E5255B-6750-6CC3-E89B-117F3A14E3B4,12/3/23,12/3/23
89E5255B-6750-6CC3-E89B-117F3A14E3B4,5/3/24,5/3/24
89E5255B-6750-6CC3-E89B-117F3A14E3B4,10/3/23,10/5/23
89E5255B-6750-6CC3-E89B-117F3A14E3B4,7/3/23,7/6/23
89E5255B-6750-6CC3-E89B-117F3A14E3B4,3/3/24,3/6/24
89E5255B-6750-6CC3-E89B-117F3A14E3B4,1/3/24,1/9/24
89E5255B-6750-6CC3-E89B-117F3A14E3B4,8/3/23,8/11/23
89E5255B-6750-6CC3-E89B-117F3A14E3B4,9/3/23,9/11/23
89E5255B-6750-6CC3-E89B-117F3A14E3B4,11/3/23,11/11/23
89E5255B-6750-6CC3-E89B-117F3A14E3B4,2/3/24,2/11/24
89E5255B-6750-6CC3-E89B-117F3A14E3B4,4/3/24,4/11/24
89E5255B-6750-6CC3-E89B-117F3A14E3B4,6/3/23,6/13/23
8BBA6ACE-B3DA-6055-8B48-8546DF893285,4/6/23,4/6/23
8BBA6ACE-B3DA-6055-8B48-8546DF893285,5/6/23,5/6/23
8BBA6ACE-B3DA-6055-8B48-8546DF893285,6/6/23,6/6/23
8BBA6ACE-B3DA-6055-8B48-8546DF893285,7/6/23,7/6/23
8BBA6ACE-B3DA-6055-8B48-8546DF893285,8/6/23,8/6/23
8BBA6ACE-B3DA-6055-8B48-8546DF893285,9/6/23,9/6/23
8BBA6ACE-B3DA-6055-8B48-8546DF893285,10/6/23,10/6/23
8BBA6ACE-B3DA-6055-8B48-8546DF893285,11/6/23,11/6/23
8BBA6ACE-B3DA-6055-8B48-8546DF893285,12/6/23,12/6/23
8BBA6ACE-B3DA-6055-8B48-8546DF893285,1/6/24,1/6/24
8BBA6ACE-B3DA-6055-8B48-8546DF893285,2/6/24,2/6/24
8BBA6ACE-B3DA-6055-8B48-8546DF893285,3/6/24,3/6/24
8BD8EBCB-C5EE-D1ED-B19C-637DB032924C,7/28/23,7/28/23
8BD8EBCB-C5EE-D1ED-B19C-637DB032924C,3/28/23,3/30/23
8BD8EBCB-C5EE-D1ED-B19C-637DB032924C,8/28/23,8/30/23
8BD8EBCB-C5EE-D1ED-B19C-637DB032924C,10/28/23,10/31/23
8BD8EBCB-C5EE-D1ED-B19C-637DB032924C,1/29/23,2/3/23
8BD8EBCB-C5EE-D1ED-B19C-637DB032924C,5/28/23,6/2/23
8BD8EBCB-C5EE-D1ED-B19C-637DB032924C,6/28/23,7/3/23
8BD8EBCB-C5EE-D1ED-B19C-637DB032924C,11/29/22,12/5/22
8BD8EBCB-C5EE-D1ED-B19C-637DB032924C,4/28/23,5/4/23
8BD8EBCB-C5EE-D1ED-B19C-637DB032924C,12/29/22,1/6/23
8BD8EBCB-C5EE-D1ED-B19C-637DB032924C,9/28/23,10/6/23
8BD8EBCB-C5EE-D1ED-B19C-637DB032924C,2/28/23,3/10/23
8CA2C162-BED9-3782-B6D1-831C634F26E3,7/2/23,7/2/23
8CA2C162-BED9-3782-B6D1-831C634F26E3,8/2/23,8/2/23
8CA2C162-BED9-3782-B6D1-831C634F26E3,9/2/23,9/2/23
8CA2C162-BED9-3782-B6D1-831C634F26E3,10/2/23,10/2/23
8CA2C162-BED9-3782-B6D1-831C634F26E3,11/2/23,11/2/23
8CA2C162-BED9-3782-B6D1-831C634F26E3,12/2/23,12/2/23
8CA2C162-BED9-3782-B6D1-831C634F26E3,1/2/24,1/2/24
8CA2C162-BED9-3782-B6D1-831C634F26E3,2/2/24,2/2/24
8CA2C162-BED9-3782-B6D1-831C634F26E3,3/2/24,3/2/24
8CA2C162-BED9-3782-B6D1-831C634F26E3,4/2/24,4/2/24
8CA2C162-BED9-3782-B6D1-831C634F26E3,5/2/24,5/2/24
8CA2C162-BED9-3782-B6D1-831C634F26E3,6/2/24,6/2/24
8E18DCAB-E57A-B7E7-AD96-35D86F4317B4,8/12/23,8/12/23
8E18DCAB-E57A-B7E7-AD96-35D86F4317B4,9/12/23,9/12/23
8E18DCAB-E57A-B7E7-AD96-35D86F4317B4,10/12/23,10/12/23
8E18DCAB-E57A-B7E7-AD96-35D86F4317B4,11/12/23,11/12/23
8E18DCAB-E57A-B7E7-AD96-35D86F4317B4,12/12/23,12/12/23
8E18DCAB-E57A-B7E7-AD96-35D86F4317B4,1/12/24,1/12/24
8E18DCAB-E57A-B7E7-AD96-35D86F4317B4,2/12/24,2/12/24
8E18DCAB-E57A-B7E7-AD96-35D86F4317B4,3/12/24,3/12/24
8E18DCAB-E57A-B7E7-AD96-35D86F4317B4,4/12/24,4/12/24
8E18DCAB-E57A-B7E7-AD96-35D86F4317B4,5/12/24,5/12/24
8E18DCAB-E57A-B7E7-AD96-35D86F4317B4,6/12/24,6/12/24
8E18DCAB-E57A-B7E7-AD96-35D86F4317B4,7/12/24,7/12/24
8E97A6C6-7149-8163-95BA-57E785473CE1,7/28/23,7/30/23
8E97A6C6-7149-8163-95BA-57E785473CE1,4/28/23,5/1/23
8E97A6C6-7149-8163-95BA-57E785473CE1,1/28/24,1/31/24
8E97A6C6-7149-8163-95BA-57E785473CE1,5/28/23,6/1/23
8E97A6C6-7149-8163-95BA-57E785473CE1,2/28/24,3/3/24
8E97A6C6-7149-8163-95BA-57E785473CE1,6/28/23,7/6/23
8E97A6C6-7149-8163-95BA-57E785473CE1,9/28/23,10/7/23
8E97A6C6-7149-8163-95BA-57E785473CE1,3/28/24,4/7/24
8E97A6C6-7149-8163-95BA-57E785473CE1,8/28/23,9/8/23
8E97A6C6-7149-8163-95BA-57E785473CE1,10/28/23,11/8/23
8E97A6C6-7149-8163-95BA-57E785473CE1,11/28/23,12/9/23
8E97A6C6-7149-8163-95BA-57E785473CE1,12/28/23,1/8/24
8EF5468B-517D-255C-9DCA-EC767BBBE4BB,12/7/22,12/7/22
8EF5468B-517D-255C-9DCA-EC767BBBE4BB,1/7/23,1/7/23
8EF5468B-517D-255C-9DCA-EC767BBBE4BB,2/7/23,2/7/23
8EF5468B-517D-255C-9DCA-EC767BBBE4BB,3/7/23,3/7/23
8EF5468B-517D-255C-9DCA-EC767BBBE4BB,4/7/23,4/7/23
8EF5468B-517D-255C-9DCA-EC767BBBE4BB,5/7/23,5/7/23
8EF5468B-517D-255C-9DCA-EC767BBBE4BB,6/7/23,6/7/23
8EF5468B-517D-255C-9DCA-EC767BBBE4BB,7/7/23,7/7/23
8EF5468B-517D-255C-9DCA-EC767BBBE4BB,8/7/23,8/7/23
8EF5468B-517D-255C-9DCA-EC767BBBE4BB,9/7/23,9/7/23
8EF5468B-517D-255C-9DCA-EC767BBBE4BB,10/7/23,10/7/23
8EF5468B-517D-255C-9DCA-EC767BBBE4BB,11/7/23,11/7/23
8F698665-C599-8B50-C13A-43A74A6F4147,11/5/22,11/5/22
8F698665-C599-8B50-C13A-43A74A6F4147,12/5/22,12/5/22
8F698665-C599-8B50-C13A-43A74A6F4147,1/5/23,1/5/23
8F698665-C599-8B50-C13A-43A74A6F4147,2/5/23,2/5/23
8F698665-C599-8B50-C13A-43A74A6F4147,3/5/23,3/5/23
8F698665-C599-8B50-C13A-43A74A6F4147,4/5/23,4/5/23
8F698665-C599-8B50-C13A-43A74A6F4147,5/5/23,5/5/23
8F698665-C599-8B50-C13A-43A74A6F4147,6/5/23,6/5/23
8F698665-C599-8B50-C13A-43A74A6F4147,7/5/23,7/5/23
8F698665-C599-8B50-C13A-43A74A6F4147,8/5/23,8/5/23
8F698665-C599-8B50-C13A-43A74A6F4147,9/5/23,9/5/23
8F698665-C599-8B50-C13A-43A74A6F4147,10/5/23,10/5/23
907BFD4C-69E6-B153-C360-667C0095BA03,5/26/23,5/26/23
907BFD4C-69E6-B153-C360-667C0095BA03,6/26/23,6/26/23
907BFD4C-69E6-B153-C360-667C0095BA03,7/26/23,7/26/23
907BFD4C-69E6-B153-C360-667C0095BA03,8/26/23,8/26/23
907BFD4C-69E6-B153-C360-667C0095BA03,9/26/23,9/26/23
907BFD4C-69E6-B153-C360-667C0095BA03,10/26/23,10/26/23
907BFD4C-69E6-B153-C360-667C0095BA03,11/26/23,11/26/23
907BFD4C-69E6-B153-C360-667C0095BA03,12/26/23,12/26/23
907BFD4C-69E6-B153-C360-667C0095BA03,1/26/24,1/26/24
907BFD4C-69E6-B153-C360-667C0095BA03,2/26/24,2/26/24
907BFD4C-69E6-B153-C360-667C0095BA03,3/26/24,3/26/24
907BFD4C-69E6-B153-C360-667C0095BA03,4/26/24,4/26/24
90C020F7-6AC3-AFDA-6549-ACD5F9232882,2/26/24,2/28/24
90C020F7-6AC3-AFDA-6549-ACD5F9232882,3/26/24,3/28/24
90C020F7-6AC3-AFDA-6549-ACD5F9232882,12/26/23,12/29/23
90C020F7-6AC3-AFDA-6549-ACD5F9232882,8/26/23,8/30/23
90C020F7-6AC3-AFDA-6549-ACD5F9232882,9/26/23,9/30/23
90C020F7-6AC3-AFDA-6549-ACD5F9232882,7/26/23,7/31/23
90C020F7-6AC3-AFDA-6549-ACD5F9232882,10/26/23,10/31/23
90C020F7-6AC3-AFDA-6549-ACD5F9232882,5/26/23,6/1/23
90C020F7-6AC3-AFDA-6549-ACD5F9232882,6/26/23,7/2/23
90C020F7-6AC3-AFDA-6549-ACD5F9232882,4/26/24,5/2/24
90C020F7-6AC3-AFDA-6549-ACD5F9232882,11/26/23,12/6/23
90C020F7-6AC3-AFDA-6549-ACD5F9232882,1/26/24,2/5/24
918A3FFA-7A7C-6916-6D93-3C37D34418B9,1/27/23,1/29/23
918A3FFA-7A7C-6916-6D93-3C37D34418B9,8/27/23,9/1/23
918A3FFA-7A7C-6916-6D93-3C37D34418B9,11/27/22,12/3/22
918A3FFA-7A7C-6916-6D93-3C37D34418B9,2/27/23,3/5/23
918A3FFA-7A7C-6916-6D93-3C37D34418B9,4/27/23,5/3/23
918A3FFA-7A7C-6916-6D93-3C37D34418B9,3/27/23,4/3/23
918A3FFA-7A7C-6916-6D93-3C37D34418B9,5/27/23,6/3/23
918A3FFA-7A7C-6916-6D93-3C37D34418B9,6/27/23,7/4/23
918A3FFA-7A7C-6916-6D93-3C37D34418B9,7/27/23,8/4/23
918A3FFA-7A7C-6916-6D93-3C37D34418B9,10/27/23,11/4/23
918A3FFA-7A7C-6916-6D93-3C37D34418B9,9/27/23,10/6/23
918A3FFA-7A7C-6916-6D93-3C37D34418B9,12/27/22,1/6/23
921DB967-2920-3948-1BD2-7BA2CB8D1A29,3/14/24,3/16/24
921DB967-2920-3948-1BD2-7BA2CB8D1A29,8/14/23,8/19/23
921DB967-2920-3948-1BD2-7BA2CB8D1A29,11/14/23,11/19/23
921DB967-2920-3948-1BD2-7BA2CB8D1A29,5/14/23,5/20/23
921DB967-2920-3948-1BD2-7BA2CB8D1A29,10/14/23,10/20/23
921DB967-2920-3948-1BD2-7BA2CB8D1A29,1/14/24,1/20/24
921DB967-2920-3948-1BD2-7BA2CB8D1A29,7/14/23,7/21/23
921DB967-2920-3948-1BD2-7BA2CB8D1A29,2/14/24,2/22/24
921DB967-2920-3948-1BD2-7BA2CB8D1A29,12/14/23,12/23/23
921DB967-2920-3948-1BD2-7BA2CB8D1A29,4/14/24,4/23/24
921DB967-2920-3948-1BD2-7BA2CB8D1A29,6/14/23,6/24/23
921DB967-2920-3948-1BD2-7BA2CB8D1A29,9/14/23,9/24/23
931F3D71-8569-D49C-1CD4-0BCE8E43E84E,1/14/23,1/16/23
931F3D71-8569-D49C-1CD4-0BCE8E43E84E,9/14/22,9/17/22
931F3D71-8569-D49C-1CD4-0BCE8E43E84E,10/14/22,10/18/22
931F3D71-8569-D49C-1CD4-0BCE8E43E84E,12/14/22,12/19/22
931F3D71-8569-D49C-1CD4-0BCE8E43E84E,2/14/23,2/20/23
931F3D71-8569-D49C-1CD4-0BCE8E43E84E,11/14/22,11/22/22
931F3D71-8569-D49C-1CD4-0BCE8E43E84E,8/14/23,8/22/23
931F3D71-8569-D49C-1CD4-0BCE8E43E84E,4/14/23,4/23/23
931F3D71-8569-D49C-1CD4-0BCE8E43E84E,3/14/23,3/24/23
931F3D71-8569-D49C-1CD4-0BCE8E43E84E,5/14/23,5/24/23
931F3D71-8569-D49C-1CD4-0BCE8E43E84E,7/14/23,7/24/23
931F3D71-8569-D49C-1CD4-0BCE8E43E84E,6/14/23,6/25/23
94865145-9E89-D25D-9A3E-AB3E06A1DB64,6/4/23,6/7/23
94865145-9E89-D25D-9A3E-AB3E06A1DB64,10/4/22,10/8/22
94865145-9E89-D25D-9A3E-AB3E06A1DB64,11/4/22,11/8/22
94865145-9E89-D25D-9A3E-AB3E06A1DB64,4/4/23,4/9/23
94865145-9E89-D25D-9A3E-AB3E06A1DB64,5/4/23,5/10/23
94865145-9E89-D25D-9A3E-AB3E06A1DB64,12/4/22,12/11/22
94865145-9E89-D25D-9A3E-AB3E06A1DB64,9/4/22,9/13/22
94865145-9E89-D25D-9A3E-AB3E06A1DB64,1/4/23,1/13/23
94865145-9E89-D25D-9A3E-AB3E06A1DB64,8/4/23,8/13/23
94865145-9E89-D25D-9A3E-AB3E06A1DB64,2/4/23,2/14/23
94865145-9E89-D25D-9A3E-AB3E06A1DB64,3/4/23,3/14/23
94865145-9E89-D25D-9A3E-AB3E06A1DB64,7/4/23,7/14/23
96A7EE8B-6E95-4755-AE60-2E93236CBB46,9/5/22,9/5/22
96A7EE8B-6E95-4755-AE60-2E93236CBB46,10/5/22,10/5/22
96A7EE8B-6E95-4755-AE60-2E93236CBB46,11/5/22,11/5/22
96A7EE8B-6E95-4755-AE60-2E93236CBB46,12/5/22,12/5/22
96A7EE8B-6E95-4755-AE60-2E93236CBB46,1/5/23,1/5/23
96A7EE8B-6E95-4755-AE60-2E93236CBB46,2/5/23,2/5/23
96A7EE8B-6E95-4755-AE60-2E93236CBB46,3/5/23,3/5/23
96A7EE8B-6E95-4755-AE60-2E93236CBB46,4/5/23,4/5/23
96A7EE8B-6E95-4755-AE60-2E93236CBB46,5/5/23,5/5/23
96A7EE8B-6E95-4755-AE60-2E93236CBB46,6/5/23,6/5/23
96A7EE8B-6E95-4755-AE60-2E93236CBB46,7/5/23,7/5/23
96A7EE8B-6E95-4755-AE60-2E93236CBB46,8/5/23,8/5/23
9792B9C9-84A2-C5BC-EEDE-CDFCB148223A,10/2/22,10/2/22
9792B9C9-84A2-C5BC-EEDE-CDFCB148223A,11/2/22,11/2/22
9792B9C9-84A2-C5BC-EEDE-CDFCB148223A,12/2/22,12/2/22
9792B9C9-84A2-C5BC-EEDE-CDFCB148223A,1/2/23,1/2/23
9792B9C9-84A2-C5BC-EEDE-CDFCB148223A,2/2/23,2/2/23
9792B9C9-84A2-C5BC-EEDE-CDFCB148223A,3/2/23,3/2/23
9792B9C9-84A2-C5BC-EEDE-CDFCB148223A,4/2/23,4/2/23
9792B9C9-84A2-C5BC-EEDE-CDFCB148223A,5/2/23,5/2/23
9792B9C9-84A2-C5BC-EEDE-CDFCB148223A,6/2/23,6/2/23
9792B9C9-84A2-C5BC-EEDE-CDFCB148223A,7/2/23,7/2/23
9792B9C9-84A2-C5BC-EEDE-CDFCB148223A,8/2/23,8/2/23
9792B9C9-84A2-C5BC-EEDE-CDFCB148223A,9/2/23,9/2/23
98B0C7AE-3D71-5402-6D6A-E73905B15928,8/7/23,8/7/23
98B0C7AE-3D71-5402-6D6A-E73905B15928,9/7/23,9/7/23
98B0C7AE-3D71-5402-6D6A-E73905B15928,10/7/23,10/7/23
98B0C7AE-3D71-5402-6D6A-E73905B15928,11/7/23,11/7/23
98B0C7AE-3D71-5402-6D6A-E73905B15928,12/7/23,12/7/23
98B0C7AE-3D71-5402-6D6A-E73905B15928,1/7/24,1/7/24
98B0C7AE-3D71-5402-6D6A-E73905B15928,2/7/24,2/7/24
98B0C7AE-3D71-5402-6D6A-E73905B15928,3/7/24,3/7/24
98B0C7AE-3D71-5402-6D6A-E73905B15928,4/7/24,4/7/24
98B0C7AE-3D71-5402-6D6A-E73905B15928,5/7/24,5/7/24
98B0C7AE-3D71-5402-6D6A-E73905B15928,6/7/24,6/7/24
98B0C7AE-3D71-5402-6D6A-E73905B15928,7/7/24,7/7/24
98C90CBB-A622-8A0F-5185-BCB287DE7A4F,2/14/24,2/16/24
98C90CBB-A622-8A0F-5185-BCB287DE7A4F,5/14/23,5/18/23
98C90CBB-A622-8A0F-5185-BCB287DE7A4F,1/14/24,1/18/24
98C90CBB-A622-8A0F-5185-BCB287DE7A4F,6/14/23,6/20/23
98C90CBB-A622-8A0F-5185-BCB287DE7A4F,8/14/23,8/20/23
98C90CBB-A622-8A0F-5185-BCB287DE7A4F,9/14/23,9/20/23
98C90CBB-A622-8A0F-5185-BCB287DE7A4F,10/14/23,10/20/23
98C90CBB-A622-8A0F-5185-BCB287DE7A4F,3/14/24,3/20/24
98C90CBB-A622-8A0F-5185-BCB287DE7A4F,4/14/23,4/21/23
98C90CBB-A622-8A0F-5185-BCB287DE7A4F,7/14/23,7/22/23
98C90CBB-A622-8A0F-5185-BCB287DE7A4F,11/14/23,11/25/23
98C90CBB-A622-8A0F-5185-BCB287DE7A4F,12/14/23,12/25/23
98D77183-3A9D-CC7B-C6E7-10AE998B7A30,12/21/23,12/24/23
98D77183-3A9D-CC7B-C6E7-10AE998B7A30,6/21/23,6/25/23
98D77183-3A9D-CC7B-C6E7-10AE998B7A30,9/21/23,9/26/23
98D77183-3A9D-CC7B-C6E7-10AE998B7A30,2/21/24,2/27/24
98D77183-3A9D-CC7B-C6E7-10AE998B7A30,3/21/24,3/27/24
98D77183-3A9D-CC7B-C6E7-10AE998B7A30,4/21/24,4/28/24
98D77183-3A9D-CC7B-C6E7-10AE998B7A30,10/21/23,10/29/23
98D77183-3A9D-CC7B-C6E7-10AE998B7A30,1/21/24,1/29/24
98D77183-3A9D-CC7B-C6E7-10AE998B7A30,8/21/23,8/30/23
98D77183-3A9D-CC7B-C6E7-10AE998B7A30,5/21/24,5/31/24
98D77183-3A9D-CC7B-C6E7-10AE998B7A30,7/21/23,8/1/23
98D77183-3A9D-CC7B-C6E7-10AE998B7A30,11/21/23,12/2/23
9906578B-C9EA-DBD8-77E1-C112BC9BB22A,1/14/23,1/16/23
